arc,cardNumber,edition,sourceFilename,width,height,megapixels,byteCount,format,mode,highResolution,sha256
02,18,color,card-018.jpg,4096,6144,25.166,6065567,JPEG,RGB,True,785af066d0c535274f0f846fe5dba153ff9b48e98e125fd0438c9f43e28fcb8f
02,18,mono,card-018--mono_deck.jpg,4096,6144,25.166,5931150,JPEG,RGB,True,7e103e9c7b0a7fc0d46dfd6ecb8bbfc3c2207518cb1a3867033480b893413a92
02,19,color,card-019.jpg,4096,6144,25.166,5789554,JPEG,RGB,True,92e5fdedc40d87731430c70b9a7d388408cc7aa1deb931f760a332eaf16a55d7
02,19,mono,card-019--mono_deck.jpg,4096,6144,25.166,3901868,JPEG,RGB,True,b99963ecee4ff9dc5610d87c0e87c098e8c462853adb60caf67bdd18d7d53d92
02,20,color,card-020.jpg,4096,6144,25.166,6605921,JPEG,RGB,True,0aa4ab1e85d862723c099eb5fe2aad84f490a2744bd0e29b249bd0708ef46158
02,20,mono,card-020--mono_deck.jpg,4096,6144,25.166,4392949,JPEG,RGB,True,b4eabcc987443022aa35fec5012fe038a155156f53fcf2f35b8f44902703361f
02,21,color,card-021.jpg,4096,6144,25.166,4501495,JPEG,RGB,True,10dd9d8bc18277433bc1016129e32ff661a7c9faafced254ba31f5005f29d426
02,21,mono,card-021--mono_deck.jpg,4096,6144,25.166,6733901,JPEG,RGB,True,8fc13497433fbb836b0ca4b5b03b999d7cf84d9a49408d80f0e4bf21660175aa
02,22,color,card-022.jpg,4096,6144,25.166,5746922,JPEG,RGB,True,950ad8518eb29023deab4b2669aceaa1bd480a06bfc35611ae16a78796b1e425
02,22,mono,card-022--mono_deck.jpg,4096,6144,25.166,7324207,JPEG,RGB,True,faf53003be19b0afea0db0e2c195ce6e336fe74d37bd3c66104510d5e0862bee
02,23,color,card-023.jpg,4096,6144,25.166,6610000,JPEG,RGB,True,37f1a7cd6a2d487ee29f297bc877437db83dff5e69822aaf4e3975144449c3cd
02,23,mono,card-023--mono_deck.jpg,4096,6144,25.166,5266283,JPEG,RGB,True,165f2a33a0f12162eda53832ce73e0434e39b7f879c328e820f2f4b044cf1b54
02,24,color,card-024.jpg,4096,6144,25.166,6715444,JPEG,RGB,True,2aefa96798b0d88d2083a65ab3bad126a6c9cc0fd65d8fc1492cd512b6e1654e
02,24,mono,card-024--mono_deck.jpg,4096,6144,25.166,3432308,JPEG,RGB,True,a30f22e37032365f068d92bb8f160c9bf0989f017590c5d1ae1a46c4db5d1eb9
03,25,color,card-025.jpg,4096,6144,25.166,6205231,JPEG,RGB,True,7be2d56cf16bf88caf37d91795e5a1f54caa6493f9a70ae1cbd3a228e26f5e64
03,25,mono,card-025--mono_deck.jpg,4096,6144,25.166,8627979,JPEG,RGB,True,1d24f4bc38b02133591d07f6a654c6f06d4a3c797296eb6c08fd4cbeccf71291
03,26,color,card-026.jpg,4096,6144,25.166,5670652,JPEG,RGB,True,3b6303f4b381db7c438ad2b3cf47085e38c5188d4f1c60abdd0ff1635ee3d622
03,26,mono,card-026--mono_deck.jpg,4096,6144,25.166,4772430,JPEG,RGB,True,f6a33758254b83c03d3af3b7c33d676e173f4f31baa672e159882ef61916288a
03,27,color,card-027.jpg,4096,6144,25.166,5424984,JPEG,RGB,True,2d8fe67aefee30a16c9081f281e47421c62de906942bfad7b808257b1f7fda62
03,27,mono,card-027--mono_deck.jpg,4096,6144,25.166,4173035,JPEG,RGB,True,01d66296c505be54f74d8fc8255812a0642cb17a86df6a924b0a602de4b53ccc
03,28,color,card-028.jpg,4096,6144,25.166,5104608,JPEG,RGB,True,cd0a8a7ecc61e86f53d8edd52757402fd8ce28aeae21c4cdc2c80fc89337b9d6
03,28,mono,card-028--mono_deck.jpg,4096,6144,25.166,6944021,JPEG,RGB,True,c10206b5010399cec6f22af8724775a0667f3028374e688f497958e1c1d1eb17
03,29,color,card-029.jpg,4096,6144,25.166,4635896,JPEG,RGB,True,c7d8473034d5b4b50faa1e5194e37f1b03b3b1ccb1858c0e3d8663d9982f0cad
03,29,mono,card-029--mono_deck.jpg,4096,6144,25.166,5495470,JPEG,RGB,True,2c3c75cbc927b45229d44ab343d87c3ebad8a051c0cdb0392b675d197157417f
03,30,color,card-030.jpg,4096,6144,25.166,4364394,JPEG,RGB,True,84f7e8d3f80ca8ea11b4a9eaf78036ed49d43335cffa03fc660b81448af772f8
03,30,mono,card-030--mono_deck.jpg,4096,6144,25.166,5368023,JPEG,RGB,True,8762455eca080b9769b436a3405b81e31725661f17fab7059273812d3fa08637
03,31,color,card-031.jpg,4096,6144,25.166,6173770,JPEG,RGB,True,47d598d971f2db18e70adab57770e096111ba94fd62542a4ebc3b1f190449e03
03,31,mono,card-031--mono_deck.jpg,4096,6144,25.166,4998875,JPEG,RGB,True,cd2cf21e6e1863247fd6d8c4119fd3da40b4ffdad5079be57908c257954de38a
03,32,color,card-032.jpg,4096,6144,25.166,5696923,JPEG,RGB,True,3ec98c22b4a7a3c84019a8cd8773ab7c88a5373a023cc0db261d4e7b4e50b66f
03,32,mono,card-032--mono_deck.jpg,4096,6144,25.166,5658631,JPEG,RGB,True,7fb8786a4b30beeb92332350b074c1f4c65ac3cc4617db17005a28ed9c36aa28
03,33,color,card-033.jpg,4096,6144,25.166,5274087,JPEG,RGB,True,142464cab422cf65b33506aaa68c5bf0fe2b9f4de919b953327f68a0934fa4ea
03,33,mono,card-033--mono_deck.jpg,4096,6144,25.166,4402721,JPEG,RGB,True,4bf5268395782c152c184cd0a2cc1ebeb75836653312f8ac842f164148a3fb4f
03,34,color,card-034.jpg,4096,6144,25.166,4112519,JPEG,RGB,True,dafe54bf114fcc711ef9892f0ee7ee8b18510bc34b2a0e646541bbc666f88db2
03,34,mono,card-034--mono_deck.jpg,4096,6144,25.166,6814984,JPEG,RGB,True,adf92cc95f0be2e9c23c3cb4ace6535a1f0ea62926a07f49255ab1beae74f8d5
03,35,color,card-035.jpg,4096,6144,25.166,4691101,JPEG,RGB,True,1853fd922bc75e71db38bc086fe718bc17f734290f4895be28245970678997a6
03,35,mono,card-035--mono_deck.jpg,4096,6144,25.166,3056357,JPEG,RGB,True,347512275db433e09b749f180f908e035ddd60df7c506a6c687fd1f445aa92e6
03,36,color,card-036.jpg,4096,6144,25.166,4680461,JPEG,RGB,True,80c493123a071bd52213cfa9b5189becb2b21b73b5bcd2c271d6e1d18f117e1c
03,36,mono,card-036--mono_deck.jpg,4096,6144,25.166,4697847,JPEG,RGB,True,7d97766c6d225fc194902917eccd5753d9378eb5c54e02d156e1f78e3922ed6d
04,37,color,card-037.jpg,4096,6144,25.166,6181447,JPEG,RGB,True,6b3dbb63527adee2ea9e930a9890f9aedc97214cce7cdf881e94aead7522c56c
04,37,mono,card-037--mono_deck.jpg,4096,6144,25.166,3314212,JPEG,RGB,True,1ecabbe2cca4ed1190d6a4c0ca8ec3cb8bec464f5ece5f1e26cb32d1121aaf4d
04,38,color,card-038.jpg,4096,6144,25.166,5445738,JPEG,RGB,True,821bdbf78c9a69531427bbb4c4b968458cc6e29c1fefce1ec27587f582f7434d
04,38,mono,card-038--mono_deck.jpg,4096,6144,25.166,4489417,JPEG,RGB,True,cc3effc123ceb142b82c32f17153a1b855846e7e59b3afcd3887363ee17890c7
04,39,color,card-039.jpg,4096,6144,25.166,5951092,JPEG,RGB,True,8e5e394e6368db5c8e62265c85f9e146af3239edc6cc8e5805daa488c12de621
04,39,mono,card-039--mono_deck.jpg,4096,6144,25.166,3912501,JPEG,RGB,True,d329f9b6a89e6f13ce9568fcc1c44b51001c330df66721b0e92a2d34bc706bf5
04,40,color,card-040.jpg,4096,6144,25.166,5923019,JPEG,RGB,True,9b469f93d64f915c960042fc276392882478eb4d94e591ef04a0221edacdf729
04,40,mono,card-040--mono_deck.jpg,4096,6144,25.166,7648882,JPEG,RGB,True,b9732cbff5f53fc17e6b97b0e64ec5fa323729eb1774c9f31f03abfb7732c367
04,41,color,card-041.jpg,4096,6144,25.166,6598546,JPEG,RGB,True,8d6e322ec989e346bbc5844d5b308e568ec69478bb47d7ea00ad4e100a7e5a30
04,41,mono,card-041--mono_deck.jpg,4096,6144,25.166,4149766,JPEG,RGB,True,be846fc51cd402850cf784642a2d0ec122ba8a4cda3f2cae7544142dd1f721e8
04,42,color,card-042.jpg,4096,6144,25.166,5410967,JPEG,RGB,True,2152317f93fb2f931864bae9f4e04a6b8dc0de529c7ac4b5ff803cb66d06e739
04,42,mono,card-042--mono_deck.jpg,4096,6144,25.166,5482724,JPEG,RGB,True,44cb4b4e391269660202f78a94d461dd4c0d96caec65b412b9c1953bb3cc9030
04,43,color,card-043.jpg,4096,6144,25.166,6325137,JPEG,RGB,True,0571a2c0080fa62552068e0fb813c8618253a603af0866273192e44259012bf3
04,43,mono,card-043--mono_deck.jpg,4096,6144,25.166,5592555,JPEG,RGB,True,0673d61360ff34436a16f86a265b5ffa5ba05c53d26e1ff5129e131aafd35b4b
04,44,color,card-044.jpg,4096,6144,25.166,6714446,JPEG,RGB,True,4095eac2a190ec42dea74ba9ed9918c6e7d568308f2d299ed79f1dde6c19013e
04,44,mono,card-044--mono_deck.jpg,4096,6144,25.166,6295281,JPEG,RGB,True,21393111ebabf0616630780347357397044683d8899909e7b6547275bc4d8f02
04,45,color,card-045.jpg,4096,6144,25.166,6181403,JPEG,RGB,True,8cd6632dd48f59dccc71309deee10e18ca8d886ac0e4f05b243cddbe773d547f
04,45,mono,card-045--mono_deck.jpg,4096,6144,25.166,5917321,JPEG,RGB,True,9890d6ca95d4416d43bbaac5d92ef5a1b3b29d18170a6444d0c72165a696a0b4
04,46,color,card-046.jpg,4096,6144,25.166,5276301,JPEG,RGB,True,d45bca85d61759766703be0f96d32a12819b4ccdb1d3d98160de11bf94b3268c
04,46,mono,card-046--mono_deck.jpg,4096,6144,25.166,6656094,JPEG,RGB,True,a1bb320ecd634f5ee28b611d94876f759e5a372993ffd5f9fb9e2b9c17b38dc0
04,47,color,card-047.jpg,4096,6144,25.166,6863339,JPEG,RGB,True,d08070e042cc816e4b056b39322eab61660b520acad23f5db9405f39286f25f2
04,47,mono,card-047--mono_deck.jpg,4096,6144,25.166,7320656,JPEG,RGB,True,256e9ef55f84f398f7d78b3a8ed450e2fdb639f568954b4d4a5451471a1eaf96
04,48,color,card-048.jpg,4096,6144,25.166,5649121,JPEG,RGB,True,5b6013776d971a1a8c4c64ddaaf160bcee999967114f35585d6709c65841df7e
04,48,mono,card-048--mono_deck.jpg,4096,6144,25.166,5133483,JPEG,RGB,True,76f5c0ad6a43179944105e2081d6fdd20adf1c2085da699273f38efdc769684b
05,49,color,card-049.jpg,4096,6144,25.166,7259903,JPEG,RGB,True,31c59dc9b350b4b2ee9d53c11fd6880deaecb2b4a3ae88df08bfcce20963692a
05,49,mono,card-049--mono_deck.jpg,4096,6144,25.166,2605645,JPEG,RGB,True,3be5bfea6529f7d80d4a7e641bd1ef90a72d67a40799e73e3ffa81c28cabbbf2
05,50,color,card-050.jpg,4096,6144,25.166,5462128,JPEG,RGB,True,09f668dd3732fc87a5d268324ef4500d08fb24a880593d6ca272d4af15e48756
05,50,mono,card-050--mono_deck.jpg,4096,6144,25.166,7101334,JPEG,RGB,True,5c38dd93cecfce981fca08be3bf42f1380280415abdb47c58128eba5eb645925
05,51,color,card-051.jpg,4096,6144,25.166,5519079,JPEG,RGB,True,f54c403fe92c671a6903375ff6779b02595c87c395bdcd1254c72a1649537c43
05,51,mono,card-051--mono_deck.jpg,4096,6144,25.166,4340660,JPEG,RGB,True,9745a0d95cce52b3c6df1819548fe721d5cfa1fa0feaebc4115574e06b1f7eb8
05,52,color,card-052.jpg,4096,6144,25.166,6137285,JPEG,RGB,True,3b27d70f90a59f5a4a7440b7591cdd306d40d27c1aeb1973fc5e6436cc1a4d38
05,52,mono,card-052--mono_deck.jpg,4096,6144,25.166,3054083,JPEG,RGB,True,49f6db119d5884b8f6d45eb057b267e99d801053faedba4e1847f67b6130b4b1
05,53,color,card-053.jpg,4096,6144,25.166,6383171,JPEG,RGB,True,35f82ca6567edaa8ca50770d7073754e7d80c984af2cbf0bbbff8fd58c634ed2
05,53,mono,card-053--mono_deck.jpg,4096,6144,25.166,8104370,JPEG,RGB,True,52384099f37800878e533e74021f8c0969845a86d67e52615e5562d35f843fc1
05,54,color,card-054.jpg,4096,6144,25.166,7434563,JPEG,RGB,True,ea6e4afa96395bdd5cec0f836a2eda613b2897a78d4d6f194f37e73932a65295
05,54,mono,card-054--mono_deck.jpg,4096,6144,25.166,6970020,JPEG,RGB,True,7ded1062723b65af7be25f22fcff5341204a28a1940f8934bc6f15a8c874e8b3
05,55,color,card-055.jpg,4096,6144,25.166,5827998,JPEG,RGB,True,ce572ed08a0ec37afb3af11f65e214bbdd97b85b956b5b1fe57d94a9c749d753
05,55,mono,card-055--mono_deck.jpg,4096,6144,25.166,3718600,JPEG,RGB,True,162d54e08684628587aed5cbedde13a0fb4fd66c24541379c7da12c4ed43ca43
05,56,color,card-056.jpg,4096,6144,25.166,7177242,JPEG,RGB,True,0edbfc9d1f4d87dc5782ec4bff304bbf774465ffa2c92c488702e5274469a3f0
05,56,mono,card-056--mono_deck.jpg,4096,6144,25.166,8017918,JPEG,RGB,True,7582ca4617931034cf12a0112a6f584106ce5a387a51b19beccbf1a5a49e35fb
05,57,color,card-057.jpg,4096,6144,25.166,6537330,JPEG,RGB,True,3cbda7e7fd37fac17184b2b5281305105d31321895c305a10b45a3ae1d156058
05,57,mono,card-057--mono_deck.jpg,4096,6144,25.166,4961391,JPEG,RGB,True,a00d4fb5f0bdc09160b4341e7610c4135debfa70175d12cd1c67fa911dea6268
05,58,color,card-058.jpg,4096,6144,25.166,6044630,JPEG,RGB,True,c21f75fd27f7c423586c62e09964aa4a0a5df2a96ebd4254b6d9d4fd60ccfaae
05,58,mono,card-058--mono_deck.jpg,4096,6144,25.166,8028729,JPEG,RGB,True,65f6b80074f18e73f7588f75e5bceb191c813401225a9737630ecfa45221e3ae
05,59,color,card-059.jpg,4096,6144,25.166,7310990,JPEG,RGB,True,6f4b24ba798a1cc4fe3dbd4c74d27fbb6661d3a638d5f2a6136291440603fdd6
05,59,mono,card-059--mono_deck.jpg,4096,6144,25.166,7807730,JPEG,RGB,True,89c99ae90f325c41c1937e5510e2bfde149a1fbb4c6e77e2ea7b2077f7cadb28
05,60,color,card-060.jpg,4096,6144,25.166,5791293,JPEG,RGB,True,f62de73504e74d843568537fce97139c2c7b4863f260d8b4de7ca6b035afa468
05,60,mono,card-060--mono_deck.jpg,4096,6144,25.166,6552145,JPEG,RGB,True,77b4bdbc9f902959e49a16800b0288cfb72a0804ceba0321bc6b16be9f8eee5b
06,61,color,card-061.jpg,4096,6144,25.166,6264356,JPEG,RGB,True,a9cc359d4116b5dd8b37d25746921eaf146aecda0cec2b3ba9c720338bf35e55
06,61,mono,card-061--mono_deck.jpg,4096,6144,25.166,4809366,JPEG,RGB,True,ba0ab597f1ff9291cfadd90fbb822129aa3c079e4b2127a7dc5a6bd1afc73e36
06,62,color,card-062.jpg,4096,6144,25.166,5689655,JPEG,RGB,True,8626e6d1cceb40bbaab3ba6593fed124cc76f5306e400be81d870099e43f5d56
06,62,mono,card-062--mono_deck.jpg,4096,6144,25.166,4007076,JPEG,RGB,True,fe65ecf3a88ce428e8fc00c736a4ee8b8ea44e40c3197fc396f7ef60046efa11
06,63,color,card-063.jpg,4096,6144,25.166,7046881,JPEG,RGB,True,7873398aee606d3a98f6e8107f88594f2b57722d57f30e6ed1a80e8957084675
06,63,mono,card-063--mono_deck.jpg,4096,6144,25.166,6474297,JPEG,RGB,True,11776791b5c3a7bc79bc63aeb904d95b152a5078aeb94e843e3b084c69550393
06,64,color,card-064.jpg,4096,6144,25.166,6003499,JPEG,RGB,True,e89a786ad2f59fc364f8754db4e4b5ea184b7a6b69e2c274f746a13bd36b747a
06,64,mono,card-064--mono_deck.jpg,4096,6144,25.166,3951710,JPEG,RGB,True,fb28f809235dfbc5e200e5df4b74fec5bbd0b0e50a36e29ddf7f81dff5c6ac44
06,65,color,card-065.jpg,4096,6144,25.166,5781448,JPEG,RGB,True,7bd19dc5a4530121af298956338c56e0040cf0a11fe2c641c8ee7442e97edbce
06,65,mono,card-065--mono_deck.jpg,4096,6144,25.166,7215447,JPEG,RGB,True,0f1993c0471a29f1c98a344a8635a9647cce5401808b86b4ecd6243580bd3310
06,66,color,card-066.jpg,4096,6144,25.166,5477483,JPEG,RGB,True,45369fce7391d698ea045b894b83614ff670b8b705927ada40ffcedbfa6d4a2f
06,66,mono,card-066--mono_deck.jpg,4096,6144,25.166,3290971,JPEG,RGB,True,5fcfa270082e7d6d2a3c21d521760dbccfbe47436bc37bd535bdd7d7f76c908f
06,67,color,card-067.jpg,4096,6144,25.166,6196763,JPEG,RGB,True,200670217d59589cc7980d26dc46ca807a89ae0b940f7dbe6dbce881c0255322
06,67,mono,card-067--mono_deck.jpg,4096,6144,25.166,8401791,JPEG,RGB,True,0de3230761d8af35192e52b29b8ac54a7b3c81d7204d0813ec23923f28e3965d
06,68,color,card-068.jpg,4096,6144,25.166,5155982,JPEG,RGB,True,7f6c62a9f98c593382a518ad7e2484786c0db06b74ca207bcd128c7a02fb16e7
06,68,mono,card-068--mono_deck.jpg,4096,6144,25.166,5299043,JPEG,RGB,True,b5c8177fb657a4c8af08cf61f5d494abee03ccb19431a05c7d13d4c707dc9c18
06,69,color,card-069.jpg,4096,6144,25.166,6501031,JPEG,RGB,True,e9a6e6d8ac76cf58341674dd594e5ddb8c5a27dbc583aa0b35f08ca54a0ab6cb
06,69,mono,card-069--mono_deck.jpg,4096,6144,25.166,8389316,JPEG,RGB,True,84ddcf677f0a57360d5332d0b16931434091018e4616d3fb17473a94ec2dfe31
06,70,color,card-070.jpg,4096,6144,25.166,6824419,JPEG,RGB,True,053568eea6f72a26f989c4ea3d7bf3afa54435483afa7e743a05752ee04a1631
06,70,mono,card-070--mono_deck.jpg,4096,6144,25.166,7458741,JPEG,RGB,True,df01621d44f92f5e598de5e7929e6ee7ca172468ddad34ddf73fdd94aac306c0
06,71,color,card-071.jpg,4096,6144,25.166,6032640,JPEG,RGB,True,88a9cc27af8e5787be95d149ce9d26920c8eb7f65613682c50e656799078053a
06,71,mono,card-071--mono_deck.jpg,4096,6144,25.166,5911857,JPEG,RGB,True,cc5dcd833f4f00453e61e152c4c4827f4e92593e8a0389e7e6205369df494619
06,72,color,card-072.jpg,4096,6144,25.166,5385251,JPEG,RGB,True,cce9d204ce178d6467eb3a9f17e4ca7058ed67be5c26425b4b6cdc85b22f70c8
06,72,mono,card-072--mono_deck.jpg,4096,6144,25.166,7763700,JPEG,RGB,True,88e10e46502b72fab9318261637aa808eddcb89fe3bb2bc9a30340f6ce6b0e57
07,73,color,card-073.jpg,4096,6144,25.166,5044657,JPEG,RGB,True,5a5d523d753df4a66536992453937eea891cab20498418b7121cfc3709426b8a
07,73,mono,card-073--mono_deck.jpg,4096,6144,25.166,5074471,JPEG,RGB,True,0332414ab2944e07a98bb540104b196e399117482ee93aa2e3b8f5cc94c3bcb6
07,74,color,card-074.jpg,4096,6144,25.166,4887611,JPEG,RGB,True,7b5adcb7dedb90e26f02c12d5efa31d36ac549b3cc44811cdaa67d9779ab5caf
07,74,mono,card-074--mono_deck.jpg,4096,6144,25.166,5625797,JPEG,RGB,True,efbfe7373934b4d6037fd6a869b5575f47b2f5b3f33847d8d6c4386fffb70ade
07,75,color,card-075.jpg,4096,6144,25.166,5886874,JPEG,RGB,True,a30e8c65d389a6a103375ae5b0840dd341be5d480b98d1abeebe6b2be8d70667
07,75,mono,card-075--mono_deck.jpg,4096,6144,25.166,5703011,JPEG,RGB,True,59d83d4a9a8aab7487b8c4ec5a01f6316bf01f21bd5b9e51b2543c90d9babeb8
07,76,color,card-076.jpg,4096,6144,25.166,6014704,JPEG,RGB,True,d5c481dc8f70bf24fb9a091c08f2eee27f028b3d2954742ab9cd8d743068bf14
07,76,mono,card-076--mono_deck.jpg,4096,6144,25.166,6064581,JPEG,RGB,True,c8d7942f7f286d0928ac4d78e9415fc29ce1ef796945f822691e9826800c8b56
07,77,color,card-077.jpg,4096,6144,25.166,6052385,JPEG,RGB,True,ee5d3363ea8832a6e9f41e63159c906fabd011e0014b5c0c93ead2eaae9ab197
07,77,mono,card-077--mono_deck.jpg,4096,6144,25.166,7456744,JPEG,RGB,True,3257d931c73f16a88367cf73eb9eb7df94195b4275f20da563a9d4c72eacab47
07,78,color,card-078.jpg,4096,6144,25.166,6937080,JPEG,RGB,True,4241a5e54d2b0c53ccd921b02db419aca13dd0a90f27fcc728520c1f010c61dc
07,78,mono,card-078--mono_deck.jpg,4096,6144,25.166,5945202,JPEG,RGB,True,0da131786330e66df3fd4211cd13e0c7b46782b043a3235d29b6f44535b26416
07,79,color,card-079.jpg,4096,6144,25.166,6365570,JPEG,RGB,True,3e136ce7bd2f57caa69f5fca81bff7b9c168014cda5b5a409c3f70fde95761cf
07,79,mono,card-079--mono_deck.jpg,4096,6144,25.166,4624909,JPEG,RGB,True,643e72f290df1c9ad6de51c7725ee287aa17957c0bc1b6c8d47b059daf240a71
07,80,color,card-080.jpg,4096,6144,25.166,6336230,JPEG,RGB,True,4e91c1d9cc31ff1889332f63972b4af3bb21fedb3c187598ca5b70fd28d95e21
07,80,mono,card-080--mono_deck.jpg,4096,6144,25.166,7019126,JPEG,RGB,True,e3ff3c99a816aa1ef7728ce0ef0022175c57f8eeace11f45688e80c6e118fa05
07,81,color,card-081.jpg,4096,6144,25.166,6355364,JPEG,RGB,True,2fccdd57656aceeba29f60ef82618af9f29054d37ea0e43e287dd05d00b92199
07,81,mono,card-081--mono_deck.jpg,4096,6144,25.166,6687727,JPEG,RGB,True,28578806c4e66dd65547cd246cfdc5bdc58a4527e7a6986043ec91b6057882c6
